encounter,streakline,start_longitude_deg,end_longitude_deg,start_radius_Rs,end_radius_Rs
14,8,252.9329951786899,315.4625545981441,233.4650033885193,30.0
14,9,246.90327399859507,314.5050011734471,232.287963749054,30.0
14,10,238.06112266032187,312.89822336019927,238.68716677688656,30.0
14,11,232.03154197894526,311.1680048432615,238.13620652939883,30.0
14,12,226.0020326917304,307.6813741201465,237.3270864130394,30.0
14,13,222.78509545439545,302.45682717300394,230.46526601751174,30.0
14,14,213.94323083688016,290.8920387169843,238.03129275618824,30.0
14,15,207.913939317732,288.40155854602176,237.26350395432033,30.0
14,16,204.6972212777198,284.4766115681787,230.30210827162173,30.0
14,17,198.66807699076332,272.4946876631353,232.39783542775908,30.0
14,18,353.7137698268691,47.27187533615562,239.2794631209336,30.0
15,1,276.633115420252,345.7271259944807,235.16681631644354,30.0
15,2,273.4171478669591,344.02673102703056,234.6030760147039,30.0
15,3,68.38370962477535,126.38891091805822,239.77005088609732,30.0
15,4,65.16381497186217,122.15763423852877,229.81553782306398,30.0
15,5,56.3187907772687,115.27371173132875,239.36169696307314,30.0
15,6,50.2861341870821,111.47864372946904,239.05669802570006,30.0
15,7,44.25334222465983,107.01044745177731,237.69343312041627,30.0
15,8,38.22041182859601,104.63269605285015,235.81656867247878,30.0
15,9,34.99983989555744,75.18274107365566,235.62549740205208,30.0
15,10,28.966623322802207,71.54009591653603,235.51061927054798,30.0
15,11,22.933259050455604,68.30966327504802,233.81853516621302,30.0
15,12,16.899744100792134,66.51618163398138,230.6724819632484,30.0
15,13,10.86607561290515,65.2188855706343,232.5659462092294,30.0
15,14,4.832250870603048,45.12777914891159,236.61495366535152,30.0
15,15,358.7982673252351,41.36950377368739,236.33111824454232,30.0
16,1,141.76788767528416,191.0966701585795,236.0018066879437,30.0
16,2,135.7104318858984,189.84867294389275,233.99501264766775,30.0
16,3,129.65299313720692,188.54776294851064,233.49527794001136,30.0
16,4,123.59557426886596,185.95585728976656,232.62706233991827,30.0
16,5,117.53817829587695,183.1646474493141,231.9438550022409,30.0
16,6,108.66830839581178,179.9474257293235,239.98655075968603,30.0
16,7,105.42346788655328,175.06830727532937,231.65542622693684,30.0
